DATE,pair_trading,t_strategy,combined
2016-11-01,0.0,-0.0002,-0.0002
2016-11-02,0.0,-0.0023835745879665303,-0.0023835745879665303
2016-11-03,0.0,-0.006264927525050029,-0.006264927525050029
2016-11-04,0.0,-0.0036653071320729923,-0.0036653071320729923
2016-11-07,0.0,-0.009507198931234135,-0.009507198931234135
2016-11-08,0.0,-0.012217643884722818,-0.012217643884722818
2016-11-09,0.0,-0.00802384250703705,-0.00802384250703705
2016-11-10,0.0,-0.004985222627550656,-0.004985222627550656
2016-11-11,0.0,-0.0015302802551437288,-0.0015302802551437288
2016-11-14,0.0,-0.0054865763955547426,-0.0054865763955547426
2016-11-15,0.0,-0.0069417864548558745,-0.0069417864548558745
2016-11-16,0.0,-0.003606422313832064,-0.003606422313832064
2016-11-17,0.0,-0.001913492871038086,-0.001913492871038086
2016-11-18,0.0,-0.0008046232236562587,-0.0008046232236562587
2016-11-21,0.0,-0.0020072500541099213,-0.0020072500541099213
2016-11-22,0.0,-0.003470531225412099,-0.003470531225412099
2016-11-23,0.0,-0.004103911600528775,-0.004103911600528775
2016-11-24,0.0,-0.00385499868285174,-0.00385499868285174
2016-11-25,0.0,-0.005406130175920836,-0.005406130175920836
2016-11-28,0.0,-0.006523271897684418,-0.006523271897684418
2016-11-29,0.0,-0.007508564396578565,-0.007508564396578565
2016-11-30,0.0,-0.0053412594047920975,-0.0053412594047920975
2016-12-01,0.0,-0.004829707694690544,-0.004829707694690544
2016-12-02,0.0,-0.00747331627912079,-0.00747331627912079
2016-12-05,0.0,-0.004754681173815611,-0.004754681173815611
2016-12-06,0.0,-0.004810375237090159,-0.004810375237090159
2016-12-07,0.0,-0.004855139768639938,-0.004855139768639938
2016-12-08,0.0,-0.008203211495025842,-0.008203211495025842
